电信IPTV,#genre#
TVBHD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/tvbs/playlist.m3u8
TVB欢乐HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/tvbs_g/playlist.m3u8
TVB新闻HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/tvbs_n/playlist.m3u8
TVB欢乐HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/tvbshuanle_twn/playlist.m3u8
八大戏剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/badadrama/playlist.m3u8
八大一台,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/badafirst/playlist.m3u8
八大综合,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/badazhonghe/playlist.m3u8
中天亚洲,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ctiasia_twn/playlist.m3u8
中天亚洲,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ettvasia_twn/playlist.m3u8
中天娱乐,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ctient/playlist.m3u8
中天新闻,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ctinews/playlist.m3u8
中天综合,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ctizhonghe/playlist.m3u8
东森综合HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ettvzhonghe/playlist.m3u8
东森财经,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ettvcaijing_twn/playlist.m3u8
东森戏剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ettvdrama/playlist.m3u8
东森电影,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ettvmovie/playlist.m3u8
東森洋片,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ettvwestern/playlist.m3u8
东森新闻,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ettvnews/playlist.m3u8
东森新闻HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/ettvnews1/playlist.m3u8
东森呦呦,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/yoyo_twn/playlist.m3u8
ELTA综合,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/eltazhonghe_twn/playlist.m3u8
ELTA影剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/eltadrama_twn/playlist.m3u8
ELTA体育1,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/eltasport_twn/playlist.m3u8
ELTA体育3,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/eltasports3_twn/playlist.m3u8
ELTA体育2,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/eltayule_twn/playlist.m3u8
晴天卡通,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/jingtiancartoon_twn/playlist.m3u8
晴天国际,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/jingtianintl/playlist.m3u8
晴天日本,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/jingtianjapan/playlist.m3u8
晴天电影,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/jingtianmovie_twn/playlist.m3u8
晴天影剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/jingtianxiju/playlist.m3u8
晴天映画,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/jingtianyinghua_twn/playlist.m3u8
晴天育乐,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/jingtianyule/playlist.m3u8
晴天戏剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/jingyangxiju_twn/playlist.m3u8
龙华动画,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/lunghuaanimation_twn/playlist.m3u8
龙华经典,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/lunghuaclassic/playlist.m3u8
龙华偶像,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/lunghuaidol_twn/playlist.m3u8
龙华影剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/lunghuamovie_twn/playlist.m3u8
龙华洋片,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/lunghuawestern_twn/playlist.m3u8
龙华戏剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/lunghuaxiju_twn/playlist.m3u8
龙祥电影,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/lungxiangtime_twn/playlist.m3u8
三立都会HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/sanlidouhui/playlist.m3u8
三立台湾HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/sanlitaiwan/playlist.m3u8
三立戏剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/sanlixiju/playlist.m3u8
三立综合,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/sanlizhonghe/playlist.m3u8
壹综合,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/onetvzonghe/playlist.m3u8
壹新闻,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/Nexttvnews/playlist.m3u8
壹新闻HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/onetvnews/playlist.m3u8
环宇综合,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/kuanyuhdzhonghe_twn/playlist.m3u8
环宇财经,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/kuanyubiz_twn/playlist.m3u8
环宇新闻,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/kuanyunews1/playlist.m3u8
环宇新闻2,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/videolandjapan_twn/playlist.m3u8
纬来电影HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/videolandmovie/playlist.m3u8
纬来精彩HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/videolandspecial_twn/playlist.m3u8
纬来体育HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/videolandsport_twn/playlist.m3u8
纬来戏剧HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/videolandxiju_twn/playlist.m3u8
纬来育乐HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/videolandyule/playlist.m3u8
纬来综合HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/videolandzhe_twn/playlist.m3u8
EVE旅游,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/eyetvtravel_twn/playlist.m3u8
EVE戏剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/eyetvxiju_twn/playlist.m3u8
华艺影剧,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/hongjimovie_twn/playlist.m3u8
美食星球,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/chinesefoodnetwork/playlist.m3u8
动物星球,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/animalplanet_twn/playlist.m3u8
亚洲旅游,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/asiatravel_twn/playlist.m3u8
国兴卫视,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/guoxingweishi_twn/playlist.m3u8
迪蔓日本,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/mandijapan_twn/playlist.m3u8
星卫娱乐,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/starentertainment_twn/playlist.m3u8
美亚电影,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/meiyamovie_twn/playlist.m3u8
卫视电影,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/warnatv_twn/playlist.m3u8
好莱坞电影,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/hollywoodmovies_twn/playlist.m3u8
华纳电影,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/weishimovie_twn/playlist.m3u8
最爱电影,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/sundance_twn/playlist.m3u8
HBO HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/hbohd_twn/playlist.m3u8
HBO hits,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/hbohits_twn/playlist.m3u8
HBO sig,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/hbosignature_twn/playlist.m3u8
FOX HD,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/foxfamily_twn/playlist.m3u8
E体育1,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/golfchannel_twn/playlist.m3u8
E体育2,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/luxetv_twn/playlist.m3u8
博斯高球1,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/boomerang_twn/playlist.m3u8
博斯高球2,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/bosigolf1_twn/playlist.m3u8
博斯高球2,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/golf_twn/playlist.m3u8
博斯运动2,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/bosigolf2_twn/playlist.m3u8
博斯运动1,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/bosisport2_twn/playlist.m3u8
博斯网球,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/bosisport_twn/playlist.m3u8
博斯无限,http://www.swzb.xyz/smart.php?playurl=http://swds2.cntv.gmzb.xyz/bositennis_twn/playlist.m3u8
台视,http://198.16.106.58:8278/ttv_taiwan/playlist.m3u8?tid=mdea1ba75c9e516139101&ct=17874&tsum=95f1742d36f959fe6e241587a4f8e970
公视,http://198.16.106.58:8278/ctv_taiwan/playlist.m3u8?tid=m33b41eb996d0&ct=18336&tsum=ea5304d5140e9a3d2a32aece896feeed
华视,http://198.16.106.58:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81
娱乐台,http://198.16.106.58:8278/fyi_twn/playlist.m3u8?tid=m99b80124e3b4&ct=18337&tsum=73f6f540497de9a5615b9bd55bec8853
中天娱乐台,http://198.16.106.58:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
天映经典,http://198.16.106.58:8278/Celestial2/playlist.m3u8?tid=m6ef86c74cc921039065&ct=17916&tsum=d3a0eedfcfc050a71e7c99ea52c0da04
国兴卫视,http://198.16.106.58:8278/guoxingweishi_twn/playlist.m3u8?tid=m1334ecd4755214059867&ct=17874&tsum=726e33b08e97878ac212397c71e5dda2
FOX-警匪,http://198.16.106.58:8278/foxcrime_twn/playlist.m3u8?tid=mad94f360dbc911979092&ct=17874&tsum=f3660d1b5d22dd9e8bfd9e1c13a653fc
FOX-动作,http://198.16.106.58:8278/foxaction_twn/playlist.m3u8?tid=m2221db510cba10253148&ct=17874&tsum=0248b8358bbfa7ab78a7dbd2faaf4ad1
FOX-家庭,http://198.16.106.58:8278/foxfamily_twn/playlist.m3u8?tid=ma0567f6ff31018880325&ct=17874&tsum=2117118a0890ae6db1010482ffd9175f
HBO-原创,http://198.16.106.58:8278/hbosignature_twn/playlist.m3u8?tid=m48ee99a5dacb15948906&ct=17874&tsum=3d127801d49fa098b4118400117b4fbb
体育1台,http://198.16.106.58:8278/eltasport_twn/playlist.m3u8?tid=md3567b35401611916221&ct=17874&tsum=be2a069324faa7f0737ca0d396d43745
体育2台,http://198.16.106.58:8278/eltayule_twn/playlist.m3u8?tid=m6f63d67fa19a15132301&ct=17874&tsum=f546d8218edcc15482d3f38619904bdc
FOX体育3台,http://198.16.106.58:8278/foxsport3hd_twn/playlist.m3u8?tid=m5d584d8f204e14267960&ct=17895&tsum=a75615ebe28f1eaa5d552ec102136011
体育赛事1,http://198.16.106.58:8278/golfchannel_twn/playlist.m3u8?tid=m43df9270caf7&ct=18335&tsum=3bcc02e810e7073b86bb40d392e95f23
体育赛事2,http://198.16.106.58:8278/luxetv_twn/playlist.m3u8?tid=m89099e75ab5c&ct=18335&tsum=d0dbd9f22dd13d7b5a1cbc62360f08c4
EYE TV戏剧台,http://198.16.106.58:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
EYE TV旅游台,http://198.16.106.58:8278/eyetvtravel_twn/playlist.m3u8?tid=m3e96290c929116279255&ct=17874&tsum=7c060d25738e52e57372f408b9ccd0bc
华艺戏剧台,http://198.16.106.58:8278/hongjimovie_twn/playlist.m3u8?tid=m6992b421712414308100&ct=17874&tsum=18615808f00a46fc6058b635b56427e3
采昌影剧台,http://198.16.106.58:8278/528222e84e/playlist.m3u8?tid=m323bb9eba169&ct=18335&tsum=deab3d05542ef46fd5c4d57d4d0dbe02
韩国tVN,http://198.16.106.58:8278/tvn_twn/playlist.m3u8?tid=m0af8490e6e22&ct=18335&tsum=3ce96443a2a93f93268e2d1d30e3d62a
星卫电影台,http://198.16.106.58:8278/xingwei_movie/playlist.m3u8?tid=ma80888ed462f18082236&ct=17874&tsum=2824e7b9d4ec19ce7b4f8f69d23d7ceb
美食星球台,http://198.16.106.58:8278/chinesefoodnetwork/playlist.m3u8?tid=mbc914f8739e615316317&ct=17874&tsum=a3e117776a0b1de55a524a983d08b532
亞洲旅遊台,http://198.16.106.58:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d
曼迪日本台,http://198.16.106.58:8278/mandijapan_twn/playlist.m3u8?tid=m73455fadd59216060535&ct=17874&tsum=4cb9ddd0c0565e38fc45ee70e42633a8
MY-KIDS,http://198.16.106.58:8278/mykids_twn/playlist.m3u8?tid=m4ad7a03977f517262514&ct=17877&tsum=af68298c284254ee5eb9488851a53ae2
BaBy-TV,http://198.16.106.58:8278/babytv_twn/playlist.m3u8?tid=m7ab1b92a1306&ct=18335&tsum=57086eb57e1cc0c75ba08c75acab2406
Boomerang,http://198.16.106.58:8278/boomerang_twn/playlist.m3u8?tid=m55c8d94d0a1d&ct=18335&tsum=9c11cc1d5fa82c22a0fa40c63d74a697
BBC Earth,http://198.16.106.58:8278/bbcearthhd/playlist.m3u8?tid=me1cedf047ba218380955&ct=17874&tsum=bd82352683e07a4a7927a793263b91bf
BBC 生活,http://198.16.106.58:8278/bbcearthlifestyle/playlist.m3u8?tid=m94804f6a21e517822265&ct=17877&tsum=6e6485bd5f12fd54eb0ca9345f2f2d88
Outdoor,http://198.16.106.58:8278/outdoorsports_twn/playlist.m3u8?tid=m72c0ae82a085&ct=18335&tsum=33848b5e420a9a793ca9a39689362411
电影台,http://198.16.106.58:8278/catchplay_twn/playlist.m3u8?tid=ma51023a5bb5c15986498&ct=17874&tsum=2de38c0bcaece3cb5c50d0d600357cb0
Warner TV,http://198.16.106.58:8278/warnatv_twn/playlist.m3u8?tid=mde44a8138952&ct=18335&tsum=2cfa356a944ea83255784ff966d404af
电影频道,http://198.16.106.58:8278/cinemaworld_twn/playlist.m3u8?tid=mc49b804f970c16775887&ct=17874&tsum=891e895480fd5ca337b960d026115460
卫视国际电影,http://198.16.106.58:8278/6bff18d63e/playlist.m3u8?tid=m5d0687294bc7&ct=18335&tsum=52f1c137409b9c51014621f1e1e21a51
日舞电影台,http://198.16.106.58:8278/sundance_twn/playlist.m3u8?tid=mfe0bf4686c6d&ct=18335&tsum=14c57b1bfb62b277d396eb3cf14f26c6
龙华动画台,http://198.16.106.58:8278/lunghuaanimation_twn/playlist.m3u8?tid=m933d9fc8608515365480&ct=17874&tsum=63c3bf5bc4acb4d077d6c782c4b9eba2
龙华影视台,http://198.16.106.58:8278/lunghuamovie_twn/playlist.m3u8?tid=mdb73470557ff10965185&ct=17874&tsum=d0a4494eb289910a11f4d305a804136a
龙华戏剧台,http://198.16.106.58:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华洋片台,http://198.16.106.58:8278/lunghuawestern_twn/playlist.m3u8?tid=m8fe1f2649ecd12830420&ct=17874&tsum=a6674ed93a8ec4ea4705c721b752d4db
靖天映画台,http://198.16.106.58:8278/jingtianyinghua_twn/playlist.m3u8?tid=m47d7739ea341&ct=18335&tsum=1c321b3d6abac41c92044c64ffd653e0
靖天卡通台,http://198.16.106.58:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
靖天电影台,http://198.16.106.58:8278/jingtianmovie_twn/playlist.m3u8?tid=m5cc1ca89d046&ct=18335&tsum=2ded35542831fd5afd3f8151d2f3dd2d
靖天戏剧台,http://198.16.106.58:8278/jingyangxiju_twn/playlist.m3u8?tid=ma613e344aa1e&ct=18335&tsum=34acdff2fb1de97829cd12bf1679deb2
靖天育乐台,http://198.16.106.58:8278/2d0eea3c47/playlist.m3u8?tid=m2cee021db537&ct=18335&tsum=ae8afe5707e3816e7db9b79ae23f0659
博斯高球I,http://198.16.106.58:8278/bosigolf1_twn/playlist.m3u8?tid=m51c41c232c43&ct=18335&tsum=26e2e08302bf0409db94a692921fa08b
博斯高球II,http://198.16.106.58:8278/golf_twn/playlist.m3u8?tid=m5830411f6441&ct=18335&tsum=e28beb4fb896f9f9097b20396b9b4917
博斯运动I,http://198.16.106.58:8278/bosisport_twn/playlist.m3u8?tid=m755e8f9db22a&ct=18335&tsum=22c0a7b5669d7e26c87bfc85a02d8052
博斯运动II,http://198.16.106.58:8278/bosisport2_twn/playlist.m3u8?tid=mb50f39eebf51&ct=18335&tsum=4f8960c36a3e7f2b069d574293809283
博斯网球,http://198.16.106.58:8278/bositennis_twn/playlist.m3u8?tid=m60f4fd9da4d1&ct=18335&tsum=4d026bfb332da29886aa772f2e149edb
時尚频道,http://198.16.106.58:8278/fashiontv_twn/playlist.m3u8?tid=ma97f669e7343&ct=18335&tsum=732ba26aa334bf6c1fad8812deda83d1
动力,http://198.16.106.58:8278/e_twn/playlist.m3u8?tid=m15f862e8b0e1&ct=18335&tsum=c4174a35d3ef6fd008b91852975a2c18
佛衛慈悲台,http://198.16.106.58:8278/setantarugby_twn/playlist.m3u8?tid=mb2a8b35f6fe0&ct=18335&tsum=68d8b22783b88e3816f7bb36255b886b
无线财经台,http://198.16.106.58:8278/j5_twn/playlist.m3u8?tid=m3b7232941813&ct=18336&tsum=2652e4efd153feaf5e425047082469ea
无线财经台,http://198.16.106.58:8278/tvbcaijing_twn/playlist.m3u8?tid=mbc57c85dcc17&ct=18336&tsum=1423657d67e66f6bb156158f2dd60353
星空卫视,http://198.16.106.58:8278/xingkong/playlist.m3u8?tid=m61d2d25a9adb&ct=18335&tsum=bc464e6fb89211029ad1b93ac62830aa
J2,http://198.16.106.58:8278/j2_twn/playlist.m3u8?tid=m22905da1d346&ct=18336&tsum=3b4998c4f5367bb820165f66b0caab0e
明珠台,http://198.16.106.58:8278/pearl_twn/playlist.m3u8?tid=mbb21e645b591&ct=18336&tsum=769c1ac5febd952850df04b20edec631
凤凰香港,http://198.16.106.58:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768
Viu-TV,http://198.16.106.58:8278/9ae6d37d9a/playlist.m3u8?tid=m7728dbb8abe7&ct=18336&tsum=6b7f957f06b7cfabd928653808a52514
澳门莲花,http://198.16.106.58:8278/macaulotus/playlist.m3u8?tid=m841db7bb4a17&ct=18336&tsum=a50dfe424b7f1b0a14c34023a1d8f10a
RHK31,http://198.16.106.58:8278/rhk31_twn/playlist.m3u8?tid=m46bfc2f9ab63&ct=18336&tsum=608dc3ebc82e03253ba562a9a81f0094
RHK32,http://198.16.106.58:8278/rhk32_twn/playlist.m3u8?tid=m941409fa5c86&ct=18336&tsum=af847919dbe19ba95dbe614c6cfe2a10
星河台,http://193.202.44.14/xg/wy.php?id=17
有线新闻,http://198.16.106.58:8278/hkcnews_twn/playlist.m3u8?tid=MB8B6324023263240232&ct=18392&tsum=30b49b2fba8f43a080350dc5773c6f0b
美亚电影台,http://198.16.106.58:8278/meiyamovie_twn/playlist.m3u8?tid=MECE2627832526278325&ct=18392&tsum=43058b628ceedb0e4af9fb1a1e51fe4d
纬来戏剧,http://198.16.106.58:8278/videolandxiju_twn/playlist.m3u8?tid=me33d51f9013f18221119&ct=17874&tsum=1e9596fb70732a30917cb7df95d22aa8
寰宇财经台,http://198.16.106.58:8278/abdf430c75/playlist.m3u8?tid=m8cf0b22fd77a&ct=18335&tsum=a3ec876656acd83712c3e59854515937
TVBS欢乐台,http://198.16.106.58:8278/tvbs_g/playlist.m3u8?tid=m44c86d63c501&ct=18335&tsum=84004a1bff66e9ee3ae9da7211c31704
东森财经新闻,http://198.16.106.58:8278/ettvcaijing_twn/playlist.m3u8?tid=m999b5a0f7fca17599138&ct=17874&tsum=345085d2d6d4401fdb3da968dfee5a54
东森电影,http://198.16.106.58:8278/ettvmovie/playlist.m3u8?tid=md2ba4c243ed411481253&ct=17874&tsum=4637ffbc3260e78931b566300e618313
东森洋片,http://198.16.106.58:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
CINEMAX,http://198.16.106.58:8278/cinemax_twn/playlist.m3u8?tid=mf18038aaba6311485855&ct=17874&tsum=63ee6bcdb705ee72ea3d0f0d84ed6df1
纬来育乐,http://198.16.106.58:8278/2acb126c2f/playlist.m3u8?tid=mf53bcfe7a96d&ct=18335&tsum=6513d637d9c20538a421ff5f7e3aaac3
纬来体育台,http://198.16.106.58:8278/videolandsport_twn/playlist.m3u8?tid=m297afae2173c10027172&ct=17874&tsum=059e8c4d61e754d611ae4903c24be121
MTV-音乐台,http://198.16.106.58:8278/mtvtaiwan_twn/playlist.m3u8?tid=m98d3f6cfc30d&ct=18335&tsum=27acc372ac9c5d91e1e3d0210a3cec4e
MTV-LIVE,http://198.16.106.58:8278/mtvlive_twn/playlist.m3u8?tid=md811f71116ba&ct=18335&tsum=015bd1ee2e1cc793c5bf61e08fea5e77
龙祥电影台,http://198.16.106.58:8278/cb7a1fec69/playlist.m3u8?tid=md05ab4002297&ct=18335&tsum=ebe4254ee0e073c2d3c9789e679c00a5
FX-HD,http://198.16.106.58:8278/fxhd_twn/playlist.m3u8?tid=m8498f04c47e518196321&ct=17874&tsum=cf16eabaef6f5f875adb0ddb5f09d0d4
FOX-娱乐,http://198.16.106.58:8278/foxhd_twn/playlist.m3u8?tid=ma917ec9fcbb013975253&ct=17874&tsum=4ef6f5cfc8fa293ad3a1d18f2224120a
中视经典台,http://198.16.106.58:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
国家地理国际,http://198.16.106.58:8278/natgeohd_twn/playlist.m3u8?tid=ma1f0b9808d5014467661&ct=17874&tsum=73dfb91284f5b1358251546e6f03da3d
国家地理野生,http://198.16.106.58:8278/natgeowild_twn/playlist.m3u8?tid=mc9d789e8a1bb12836354&ct=17877&tsum=82c5ce1596dc364c112c79b239c3f5e8
国家地理探索,http://198.16.106.58:8278/natgeopeople_twn/playlist.m3u8?tid=m276f4f18825f17790558&ct=17874&tsum=1d6b4707b3010308c5c9a9d2e8e2c556
探索家庭台,http://198.16.106.58:8278/discoveryeve_twn/playlist.m3u8?tid=m6376c7d24ec312573043&ct=17877&tsum=14196552a8369d8e160a34dd40b4f4bd
罪案侦辑台,http://198.16.106.58:8278/ci_twn/playlist.m3u8?tid=m2d09f7473c8214224973&ct=17877&tsum=eb2ddbfed683e40621e2b023bf017892
动物星球频道,http://198.16.106.58:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
CN卡通频道,http://198.16.106.58:8278/momo1_twn/playlist.m3u8?tid=md272f875bb6916787346&ct=17874&tsum=0c38bae20c6db7e76ad1418654c8ccd4
迪士尼卡通,http://198.16.106.58:8278/disneytwn_twn/playlist.m3u8?tid=m215093f0d3d710656413&ct=17899&tsum=cfa7cdeea67a02a00ac9b0bea4776d28
东森幼幼台,http://198.16.106.58:8278/yoyo_twn/playlist.m3u8?tid=m84c9b210bc7f11269156&ct=17874&tsum=51340c8fb7ca02ab978ee0791843501d
八大第一台,http://198.16.106.58:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
八大第一台,http://198.16.106.58:8278/badaentertain/playlist.m3u8?tid=m6f7aed1b4260&ct=18335&tsum=fd808db00f6ca5c51dd3de7d3e214287
八大综合台,http://198.16.106.58:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
八大娱乐台,http://198.16.106.58:8278/badaentertain/playlist.m3u8?tid=m46003aa2ac2617525877&ct=17874&tsum=d31212ff6fbefd5bd856f80d16bb3f27
三立都会台,http://198.16.106.58:8278/sanlidouhui/playlist.m3u8?tid=m47b0222064de18476599&ct=17874&tsum=e88cfc84022aafb57a0de883eb40d091
三立综合台,http://198.16.106.58:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
三立戏剧台,http://198.16.106.58:8278/sanlixiju/playlist.m3u8?tid=m85bfefb25f5b15139718&ct=17874&tsum=e3f01ed537857f0814429021b438094f
东森综合台,http://198.16.106.58:8278/ettvzhonghe/playlist.m3u8?tid=m65c4e525f24617101171&ct=17874&tsum=663db593cfeefc92ce4b5d7461988f3f







中国风景,#genre#
国际空间站,https://cn-hbxy-cmcc-live-01.live-play.acgvideo.com/live-bvc/live_290515513_3522421.m3u8
四川熊猫基地 ,https://gcbsc.v.live.baishancdnx.cn/gc/xiongmao03_1/index.m3u8?contentid=2820180516001#https://gctxyc.liveplay.myqcloud.com/gc/xiongmao25_1/index.m3u8?contentid=2820180516001#https://gcalic.v.myalicdn.com/gc/ipanda_1/index.m3u8?contentid=2820180516001&AUTH=EWbqPX5amMUxL2KapN4PojjCv6Y3kLImyv4JB9phjgIhwCszcDyLyNooS5TQjhxk9JhHTXU+qF3B2DqF9U/PJA==
